"","date","ticker","activity","sentiment","deltaActivity","deltaSentiment","newEntry"
"2551",2022-10-12,"TSLA",0.0538,0,0.0061,1,FALSE
"2552",2022-10-12,"TQQQ",0.0224,2,0.0107,1,FALSE
"2553",2022-10-12,"SQQQ",0.0456,-4,0.0248,-7,FALSE
"2554",2022-10-12,"SPY",0.0419,-1,0.0277,-6,FALSE
"2555",2022-10-12,"QQQ",0.0256,3,0.0096,2,FALSE
"2556",2022-10-12,"NVDA",0.0291,-2,0.0086,-4,FALSE
"2557",2022-10-12,"META",0.0218,-5,0.0078,-6,FALSE
"2558",2022-10-12,"AMZN",0.0184,-3,-0.0052,-3,FALSE
"2559",2022-10-12,"AMD",0.0414,-6,0.0106,-8,FALSE
"2560",2022-10-12,"AAPL",0.0389,-8,0.0084,-7,FALSE
"2541",2022-10-13,"TSLA",0.0484,0,0.0026,0,FALSE
"2542",2022-10-13,"TQQQ",0.033,3,0.0191,8,FALSE
"2543",2022-10-13,"SQQQ",0.0468,-2,0.025,-7,FALSE
"2544",2022-10-13,"SPY",0.0455,-1,0.0106,-4,FALSE
"2545",2022-10-13,"QQQ",0.0299,3,0.0134,2,FALSE
"2546",2022-10-13,"NVDA",0.035,-1,0.022,-2,FALSE
"2547",2022-10-13,"MSFT",0.0141,-5,-0.0257,-9,FALSE
"2548",2022-10-13,"AMZN",0.0244,-2,0.0105,-2,FALSE
"2549",2022-10-13,"AMD",0.041,-6,0.0199,-8,FALSE
"2550",2022-10-13,"AAPL",0.0396,-7,0.0045,-6,FALSE
"2531",2022-10-14,"TSLA",0.0562,0,-0.0178,0,FALSE
"2532",2022-10-14,"TQQQ",0.0317,1,0.0214,-8,FALSE
"2533",2022-10-14,"SQQQ",0.048,0,0.0361,-5,FALSE
"2534",2022-10-14,"SPY",0.0516,1,0.0406,-2,FALSE
"2535",2022-10-14,"QQQ",0.0277,1,0.0124,2,FALSE
"2536",2022-10-14,"NVDA",0.0376,-1,0.0221,-2,FALSE
"2537",2022-10-14,"NFLX",0.0119,-4,-0.0014,-3,FALSE
"2538",2022-10-14,"AMZN",0.0216,-1,0.0055,-2,FALSE
"2539",2022-10-14,"AMD",0.0357,-5,0.0203,-11,FALSE
"2540",2022-10-14,"AAPL",0.0373,-5,-0.0083,-5,FALSE
"2521",2022-10-17,"TSLA",0.0615,0,-0.0064,0,FALSE
"2522",2022-10-17,"TQQQ",0.0225,1,0.0126,-4,FALSE
"2523",2022-10-17,"SQQQ",0.0431,1,0.0222,-5,FALSE
"2524",2022-10-17,"SPY",0.0463,2,0.0334,-6,FALSE
"2525",2022-10-17,"RBLX",0.0202,-5,0.0041,-8,FALSE
"2526",2022-10-17,"QQQ",0.027,-2,0.0107,-1,FALSE
"2527",2022-10-17,"NVDA",0.0317,-2,0.009,-2,FALSE
"2528",2022-10-17,"AMZN",0.0238,-1,0.0077,-4,FALSE
"2529",2022-10-17,"AMD",0.0278,-6,0.0019,-9,FALSE
"2530",2022-10-17,"AAPL",0.0404,-7,-0.000699999999999999,-6,FALSE
"2511",2022-10-18,"TSLA",0.0511,0,0.0075,0,FALSE
"2512",2022-10-18,"TQQQ",0.0333,0,0.0202,-9,FALSE
"2513",2022-10-18,"SQQQ",0.0502,2,0.0342,-2,FALSE
"2514",2022-10-18,"SPY",0.05,2,0.0355,-6,FALSE
"2515",2022-10-18,"QQQ",0.0294,-4,0.0109,-2,FALSE
"2516",2022-10-18,"NVDA",0.0357,-4,0.009,-6,FALSE
"2517",2022-10-18,"NFLX",0.0139,-3,-0.0377,-4,FALSE
"2518",2022-10-18,"AMZN",0.0223,-3,0.0022,-5,FALSE
"2519",2022-10-18,"AMD",0.0379,-7,0.014,-10,FALSE
"2520",2022-10-18,"AAPL",0.0459,-5,0,-4,FALSE
"2501",2022-10-19,"TSLA",0.0437,1,-0.0186,1,FALSE
"2502",2022-10-19,"TQQQ",0.0296,0,0.019,2,FALSE
"2503",2022-10-19,"SQQQ",0.0469,5,0.0274,-4,FALSE
"2504",2022-10-19,"SPY",0.0474,-1,0.0344,-13,FALSE
"2505",2022-10-19,"QQQ",0.0271,-6,0.0106,-4,FALSE
"2506",2022-10-19,"NVDA",0.0323,-3,0.0117,-3,FALSE
"2507",2022-10-19,"NFLX",0.0422,-3,0.0283,0,FALSE
"2508",2022-10-19,"AMZN",0.0197,-4,0.008,-5,FALSE
"2509",2022-10-19,"AMD",0.0297,-5,-0.0027,-10,FALSE
"2510",2022-10-19,"AAPL",0.0342,-4,-0.0226,-4,FALSE
"2491",2022-10-20,"TSLA",0.0784,1,-0.0284,1,FALSE
"2492",2022-10-20,"TQQQ",0.0269,0,0.0092,4,FALSE
"2493",2022-10-20,"SQQQ",0.0437,6,0.0279,0,FALSE
"2494",2022-10-20,"SPY",0.0464,4,0.0358,-8,FALSE
"2495",2022-10-20,"QQQ",0.0271,-6,0.0094,-9,FALSE
"2496",2022-10-20,"NVDA",0.0392,-3,0.0099,-3,FALSE
"2497",2022-10-20,"NFLX",0.0124,-4,-0.006,-6,FALSE
"2498",2022-10-20,"AMZN",0.0206,-3,0.0098,-4,FALSE
"2499",2022-10-20,"AMD",0.0298,-3,9.99999999999994e-05,-9,FALSE
"2500",2022-10-20,"AAPL",0.0308,-2,0.000300000000000002,-1,FALSE
"2481",2022-10-21,"TSLA",0.0494,1,-0.0146,1,FALSE
"2482",2022-10-21,"TQQQ",0.0329,-3,0.0175,-5,FALSE
"2483",2022-10-21,"SQQQ",0.0456,2,0.0276,-4,FALSE
"2484",2022-10-21,"SPY",0.0485,4,0.0328,-6,FALSE
"2485",2022-10-21,"QQQ",0.0295,-4,0.0108,-10,FALSE
"2486",2022-10-21,"NVDA",0.0299,-2,-0.0022,-2,FALSE
"2487",2022-10-21,"NFLX",0.0186,-4,-5e-04,-6,FALSE
"2488",2022-10-21,"AMZN",0.0199,-2,0.0077,-3,FALSE
"2489",2022-10-21,"AMD",0.0279,-3,-0.0021,-8,FALSE
"2490",2022-10-21,"AAPL",0.0344,-2,0.0071,0,FALSE
"2471",2022-10-24,"TSLA",0.0682,1,0.0096,1,FALSE
"2472",2022-10-24,"TQQQ",0.0269,-2,0.009,6,FALSE
"2473",2022-10-24,"SQQQ",0.0328,5,0.0119,-3,FALSE
"2474",2022-10-24,"SPY",0.0407,3,0.0259,-1,FALSE
"2475",2022-10-24,"QQQ",0.025,-1,0.0046,-12,FALSE
"2476",2022-10-24,"NVDA",0.0254,-1,-0.0034,-1,FALSE
"2477",2022-10-24,"META",0.0249,-2,0.0077,-1,FALSE
"2478",2022-10-24,"BABA",0.0281,-5,0.0178,-6,FALSE
"2479",2022-10-24,"AMD",0.0216,-2,0.005,-8,FALSE
"2480",2022-10-24,"AAPL",0.0345,-1,0.0032,-1,FALSE
"2461",2022-10-25,"TSLA",0.075,2,0.0396,2,FALSE
"2462",2022-10-25,"TQQQ",0.0243,-2,0.0117,-14,FALSE
"2463",2022-10-25,"SQQQ",0.0295,5,0.0107,0,FALSE
"2464",2022-10-25,"SPY",0.0411,3,0.02,0,FALSE
"2465",2022-10-25,"QQQ",0.0224,0,0.0059,-11,FALSE
"2466",2022-10-25,"NVDA",0.0282,-1,0.0061,0,FALSE
"2467",2022-10-25,"BABA",0.0214,-6,-0.1107,-5,FALSE
"2468",2022-10-25,"AMZN",0.0197,2,6e-04,1,FALSE
"2469",2022-10-25,"AMD",0.0275,-1,-0.000900000000000001,-8,FALSE
"2470",2022-10-25,"AAPL",0.0327,-3,-0.0145,-3,FALSE
"2451",2022-10-26,"TSLA",0.0556,1,0.0156,1,FALSE
"2452",2022-10-26,"TQQQ",0.0269,-1,0.0127,1,FALSE
"2453",2022-10-26,"SQQQ",0.0349,3,0.0188,0,FALSE
"2454",2022-10-26,"SPY",0.0428,4,0.0107,1,FALSE
"2455",2022-10-26,"QQQ",0.0252,2,0.0094,-6,FALSE
"2456",2022-10-26,"NVDA",0.0265,1,0.0052,3,FALSE
"2457",2022-10-26,"MSFT",0.04,0,0.0128,0,FALSE
"2458",2022-10-26,"META",0.0242,-1,0.0074,0,FALSE
"2459",2022-10-26,"AMD",0.025,-1,-0.0016,-4,FALSE
"2460",2022-10-26,"AAPL",0.0333,-3,-0.012,0,FALSE
"2441",2022-10-27,"TSLA",0.041,1,0.005,1,FALSE
"2442",2022-10-27,"TQQQ",0.0246,-2,0.0108,2,FALSE
"2443",2022-10-27,"SQQQ",0.0347,2,0.0215,0,FALSE
"2444",2022-10-27,"SPY",0.0385,6,0.0076,5,FALSE
"2445",2022-10-27,"QQQ",0.022,4,0.006,-3,FALSE
"2446",2022-10-27,"NVDA",0.0279,0,0.0087,2,FALSE
"2447",2022-10-27,"META",0.0928,-2,0.0802,2,FALSE
"2448",2022-10-27,"AMZN",0.0311,1,0.0075,0,FALSE
"2449",2022-10-27,"AMD",0.0251,0,-0.0015,-4,FALSE
"2450",2022-10-27,"AAPL",0.0376,-2,-0.0052,0,FALSE
"2431",2022-10-28,"TSLA",0.0467,0,0.0118,0,FALSE
"2432",2022-10-28,"TQQQ",0.0226,-5,0.0102,-17,FALSE
"2433",2022-10-28,"SQQQ",0.0308,2,0.0163,-7,FALSE
"2434",2022-10-28,"SPY",0.0365,7,0.0126,2,FALSE
"2435",2022-10-28,"QQQ",0.0223,3,0.0092,-6,FALSE
"2436",2022-10-28,"NVDA",0.0254,0,0.0113,1,FALSE
"2437",2022-10-28,"META",0.0335,-3,0.0172,-1,FALSE
"2438",2022-10-28,"AMZN",0.094,0,0.0784,-1,FALSE
"2439",2022-10-28,"AMD",0.0218,-1,0.003,-7,FALSE
"2440",2022-10-28,"AAPL",0.0735,-2,0.0145,-2,FALSE
"2421",2022-10-31,"TSLA",0.056,1,-0.0125,1,FALSE
"2422",2022-10-31,"TQQQ",0.0244,-3,0.0094,-2,FALSE
"2423",2022-10-31,"SQQQ",0.0277,1,0.0096,-6,FALSE
"2424",2022-10-31,"SPY",0.0444,8,0.0261,5,FALSE
"2425",2022-10-31,"QQQ",0.0205,5,0.0108,1,FALSE
"2426",2022-10-31,"NVDA",0.0285,0,0.0026,-1,FALSE
"2427",2022-10-31,"META",0.0482,-2,0.0301,0,FALSE
"2428",2022-10-31,"AMZN",0.047,-2,0.0249,-3,FALSE
"2429",2022-10-31,"AMD",0.0267,-1,-0.0016,-6,FALSE
"2430",2022-10-31,"AAPL",0.0412,-1,-0.0045,-1,FALSE
"2411",2022-11-01,"TSLA",0.0471,1,0,0,TRUE
"2412",2022-11-01,"TQQQ",0.0217,-3,0,0,TRUE
"2413",2022-11-01,"SQQQ",0.0298,2,0,0,TRUE
"2414",2022-11-01,"SPY",0.0397,9,0,0,TRUE
"2415",2022-11-01,"QQQ",0.0195,4,0,0,TRUE
"2416",2022-11-01,"NVDA",0.029,0,0,0,TRUE
"2417",2022-11-01,"META",0.0513,0,0,0,TRUE
"2418",2022-11-01,"AMZN",0.058,0,0,0,TRUE
"2419",2022-11-01,"AMD",0.0275,-1,0,0,TRUE
"2420",2022-11-01,"AAPL",0.0372,-2,0,0,TRUE
"2401",2022-11-02,"TSLA",0.039,0,0.015,0,FALSE
"2402",2022-11-02,"TQQQ",0.0279,-2,0.0126,-9,FALSE
"2403",2022-11-02,"SQQQ",0.0405,4,0.0266,-4,FALSE
"2404",2022-11-02,"SPY",0.0421,7,-0.0067,-3,FALSE
"2405",2022-11-02,"QQQ",0.0228,2,0.0024,-3,FALSE
"2406",2022-11-02,"NVDA",0.0366,0,0.0199,0,FALSE
"2407",2022-11-02,"META",0.023,1,0.0045,3,FALSE
"2408",2022-11-02,"AMZN",0.0464,2,0.032,1,FALSE
"2409",2022-11-02,"AMD",0.0516,-2,0.0244,-6,FALSE
"2410",2022-11-02,"AAPL",0.0355,-1,-0.0021,-2,FALSE
"2391",2022-11-03,"TSLA",0.0336,0,0.011,0,FALSE
"2392",2022-11-03,"TQQQ",0.0211,-3,0.0061,4,FALSE
"2393",2022-11-03,"SQQQ",0.0377,5,0.0213,-3,FALSE
"2394",2022-11-03,"SPY",0.0392,5,0.0245,2,FALSE
"2395",2022-11-03,"ROKU",0.0224,-4,0.0105,-4,FALSE
"2396",2022-11-03,"QQQ",0.0229,4,0.0136,-2,FALSE
"2397",2022-11-03,"NVDA",0.0293,-1,0.0126,0,FALSE
"2398",2022-11-03,"AMZN",0.0458,1,0.0204,0,FALSE
"2399",2022-11-03,"AMD",0.0323,-2,-0.0018,-8,FALSE
"2400",2022-11-03,"AAPL",0.0379,-2,-0.0166,-1,FALSE
"2381",2022-11-04,"TSLA",0.0544,1,0.0052,0,FALSE
"2382",2022-11-04,"TQQQ",0.0264,-3,0.0156,-8,FALSE
"2383",2022-11-04,"SQQQ",0.0422,5,0.0273,-2,FALSE
"2384",2022-11-04,"SPY",0.0383,5,0.0205,2,FALSE
"2385",2022-11-04,"QQQ",0.0258,4,0.0152,-3,FALSE
"2386",2022-11-04,"NVDA",0.033,-1,0.022,-1,FALSE
"2387",2022-11-04,"META",0.0126,4,-0.0044,5,FALSE
"2388",2022-11-04,"AMZN",0.0376,3,0.0129,2,FALSE
"2389",2022-11-04,"AMD",0.0243,-3,-0.0104,-10,FALSE
"2390",2022-11-04,"AAPL",0.0516,-3,-0.0104,-2,FALSE
"2371",2022-11-07,"TSLA",0.066,0,0.0368,-1,FALSE
"2372",2022-11-07,"TQQQ",0.0186,0,0.0093,-6,FALSE
"2373",2022-11-07,"SQQQ",0.0303,1,0.0129,-6,FALSE
"2374",2022-11-07,"SPY",0.0372,3,0.0238,1,FALSE
"2375",2022-11-07,"QQQ",0.0216,7,0.0037,6,FALSE
"2376",2022-11-07,"NVDA",0.0311,-1,-6e-04,-3,FALSE
"2377",2022-11-07,"META",0.0366,4,0.023,5,FALSE
"2378",2022-11-07,"AMZN",0.0318,6,0.004,7,FALSE
"2379",2022-11-07,"AMD",0.0233,-3,0.0014,-11,FALSE
"2380",2022-11-07,"AAPL",0.0427,-3,-0.0094,-3,FALSE
"2361",2022-11-08,"TSLA",0.0859,0,0.0311,-1,FALSE
"2362",2022-11-08,"TQQQ",0.0244,1,0.0148,-11,FALSE
"2363",2022-11-08,"SQQQ",0.0313,0,0.0124,-6,FALSE
"2364",2022-11-08,"SPY",0.0437,0,0.0315,-3,FALSE
"2365",2022-11-08,"QQQ",0.0244,5,0.015,-3,FALSE
"2366",2022-11-08,"NVDA",0.04,-2,0.0247,-4,FALSE
"2367",2022-11-08,"META",0.0173,1,0.0012,2,FALSE
"2368",2022-11-08,"AMZN",0.0283,7,0.0024,7,FALSE
"2369",2022-11-08,"AMD",0.0282,-2,9.99999999999994e-05,-11,FALSE
"2370",2022-11-08,"AAPL",0.04,-3,-0.0015,-3,FALSE
"2351",2022-11-09,"TSLA",0.0964,0,0.0165,-1,FALSE
"2352",2022-11-09,"TQQQ",0.0203,2,0.0058,-8,FALSE
"2353",2022-11-09,"SQQQ",0.0367,-2,0.0176,-5,FALSE
"2354",2022-11-09,"SPY",0.0409,2,0.0259,-1,FALSE
"2355",2022-11-09,"QQQ",0.0223,7,0.0129,-3,FALSE
"2356",2022-11-09,"NVDA",0.0261,-5,0.0144,-6,FALSE
"2357",2022-11-09,"META",0.0409,2,0.0298,5,FALSE
"2358",2022-11-09,"DIS",0.022,-5,0,0,TRUE
"2359",2022-11-09,"AMZN",0.0338,4,0.0111,4,FALSE
"2360",2022-11-09,"AAPL",0.0313,-4,-0.0169,-4,FALSE
"2341",2022-11-10,"TSLA",0.075,-1,0.00609999999999999,-2,FALSE
"2342",2022-11-10,"TQQQ",0.0222,0,0.0113,-12,FALSE
"2343",2022-11-10,"SQQQ",0.0365,-4,0.0201,-9,FALSE
"2344",2022-11-10,"SPY",0.0418,0,0.0296,-4,FALSE
"2345",2022-11-10,"QQQ",0.0248,2,0.0076,0,FALSE
"2346",2022-11-10,"NVDA",0.0304,-8,0.0032,-4,FALSE
"2347",2022-11-10,"META",0.0248,-1,-0.0161,-3,FALSE
"2348",2022-11-10,"AMZN",0.0453,-2,0.0269,-3,FALSE
"2349",2022-11-10,"AMD",0.0274,-6,-0.0062,-14,FALSE
"2350",2022-11-10,"AAPL",0.0355,-7,-0.0262,-7,FALSE
"2331",2022-11-11,"TSLA",0.0785,-2,0.0426,-2,FALSE
"2332",2022-11-11,"TQQQ",0.0285,1,0.0161,-12,FALSE
"2333",2022-11-11,"SQQQ",0.0281,-4,0.0178,-4,FALSE
"2334",2022-11-11,"SPY",0.0383,1,0.0235,-1,FALSE
"2335",2022-11-11,"QQQ",0.0228,4,0.0056,3,FALSE
"2336",2022-11-11,"NVDA",0.0341,-8,0.0211,-10,FALSE
"2337",2022-11-11,"META",0.0204,-1,-0.0044,0,FALSE
"2338",2022-11-11,"AMZN",0.0384,-4,0.0187,-5,FALSE
"2339",2022-11-11,"AMD",0.039,-7,0.016,-15,FALSE
"2340",2022-11-11,"AAPL",0.0329,-9,-0.0308,-9,FALSE
"2321",2022-11-14,"TSLA",0.0814,-2,0.0074,-2,FALSE
"2322",2022-11-14,"TQQQ",0.0233,0,0.013,-9,FALSE
"2323",2022-11-14,"SQQQ",0.0274,-2,0.0155,-7,FALSE
"2324",2022-11-14,"SPY",0.0365,1,0.0255,-2,FALSE
"2325",2022-11-14,"QQQ",0.0215,0,0.0062,1,FALSE
"2326",2022-11-14,"NVDA",0.0306,-6,0.0151,-7,FALSE
"2327",2022-11-14,"META",0.0219,1,0.0021,1,FALSE
"2328",2022-11-14,"AMZN",0.0404,-4,0.0243,-5,FALSE
"2329",2022-11-14,"AMD",0.0439,-6,0.0285,-12,FALSE
"2330",2022-11-14,"AAPL",0.0299,-7,-0.0157,-7,FALSE
"2311",2022-11-15,"TSLA",0.0673,-1,-0.0064,-1,FALSE
"2312",2022-11-15,"TQQQ",0.0269,0,0.0158,-10,FALSE
"2313",2022-11-15,"SQQQ",0.0309,-1,0.0125,-10,FALSE
"2314",2022-11-15,"SPY",0.0359,0,0.0229,-5,FALSE
"2315",2022-11-15,"QQQ",0.0253,-1,0.0164,-12,FALSE
"2316",2022-11-15,"NVDA",0.0308,-5,-0.0105,-5,FALSE
"2317",2022-11-15,"META",0.0206,1,-0.0039,0,FALSE
"2318",2022-11-15,"AMZN",0.0454,-5,0.0256,-6,FALSE
"2319",2022-11-15,"AMD",0.0459,-6,0.0293,-12,FALSE
"2320",2022-11-15,"AAPL",0.0338,-7,-0.0224,-7,FALSE
"2301",2022-11-16,"TSLA",0.0588,-1,0.0072,-1,FALSE
"2302",2022-11-16,"TQQQ",0.0204,1,0.0092,-3,FALSE
"2303",2022-11-16,"TGT",0.0245,-4,0.009,-3,FALSE
"2304",2022-11-16,"SQQQ",0.0315,-3,0.0136,-10,FALSE
"2305",2022-11-16,"SPY",0.0379,0,0.0236,-8,FALSE
"2306",2022-11-16,"QQQ",0.0221,0,0.0073,-10,FALSE
"2307",2022-11-16,"NVDA",0.045,-5,0.0172,-4,FALSE
"2308",2022-11-16,"AMZN",0.0443,-4,0.0268,-7,FALSE
"2309",2022-11-16,"AMD",0.038,-4,0.02,-7,FALSE
"2310",2022-11-16,"AAPL",0.0302,-4,-0.0171,-4,FALSE
"2291",2022-11-17,"TSLA",0.0563,-1,-0.0116,-1,FALSE
"2292",2022-11-17,"TQQQ",0.0212,2,0.0113,-3,FALSE
"2293",2022-11-17,"SQQQ",0.0323,-3,0.0114,-9,FALSE
"2294",2022-11-17,"SPY",0.0396,0,0.0267,-8,FALSE
"2295",2022-11-17,"QQQ",0.0217,0,0.0054,1,FALSE
"2296",2022-11-17,"NVDA",0.0484,-5,0.0257,-5,FALSE
"2297",2022-11-17,"BABA",0.0239,9,0.0154,7,FALSE
"2298",2022-11-17,"AMZN",0.0349,-1,0.0188,-4,FALSE
"2299",2022-11-17,"AMD",0.0417,-2,0.0158,-5,FALSE
"2300",2022-11-17,"AAPL",0.0403,-2,-0.000799999999999995,-1,FALSE
"2281",2022-11-18,"TSLA",0.0621,-1,0.0185,-1,FALSE
"2282",2022-11-18,"TQQQ",0.0246,-1,0.0115,-10,FALSE
"2283",2022-11-18,"SQQQ",0.0274,-1,0.0114,-5,FALSE
"2284",2022-11-18,"SPY",0.0456,1,0.0311,-7,FALSE
"2285",2022-11-18,"QQQ",0.0235,-3,0.005,-1,FALSE
"2286",2022-11-18,"NVDA",0.0376,-5,0.0109,-7,FALSE
"2287",2022-11-18,"META",0.0141,3,-0.0047,4,FALSE
"2288",2022-11-18,"AMZN",0.0338,0,0.0137,-2,FALSE
"2289",2022-11-18,"AMD",0.0379,0,0.014,-3,FALSE
"2290",2022-11-18,"AAPL",0.0403,-3,-0.0056,-2,FALSE
"2271",2022-11-21,"TSLA",0.0763,0,0.0123,0,FALSE
"2272",2022-11-21,"TQQQ",0.0169,1,0.0015,-1,FALSE
"2273",2022-11-21,"SQQQ",0.0249,-3,0.0069,-9,FALSE
"2274",2022-11-21,"SPY",0.0354,2,0.0197,-8,FALSE
"2275",2022-11-21,"QQQ",0.0203,2,0.0016,-4,FALSE
"2276",2022-11-21,"NVDA",0.0312,-3,-0.000899999999999998,-3,FALSE
"2277",2022-11-21,"DIS",0.0367,1,0,0,TRUE
"2278",2022-11-21,"AMZN",0.035,0,0.0228,-1,FALSE
"2279",2022-11-21,"AMD",0.0275,-1,-0.0025,-6,FALSE
"2280",2022-11-21,"AAPL",0.0322,-3,0.0049,-1,FALSE
"2261",2022-11-22,"TSLA",0.0681,1,0.0219,1,FALSE
"2262",2022-11-22,"TQQQ",0.0159,-2,0.0022,-21,FALSE
"2263",2022-11-22,"SQQQ",0.0219,0,0.0028,-4,FALSE
"2264",2022-11-22,"SPY",0.0387,1,0.0247,-5,FALSE
"2265",2022-11-22,"QQQ",0.019,-1,0.0041,-14,FALSE
"2266",2022-11-22,"NVDA",0.0427,-3,0.0137,-2,FALSE
"2267",2022-11-22,"META",0.0137,-1,-0.0107,-1,FALSE
"2268",2022-11-22,"AMZN",0.0333,-1,0.0134,-2,FALSE
"2269",2022-11-22,"AMD",0.0317,-3,0.0134,-8,FALSE
"2270",2022-11-22,"AAPL",0.0307,-5,-0.0011,-4,FALSE
"2251",2022-11-23,"TSLA",0.1075,2,0.0199,2,FALSE
"2252",2022-11-23,"TQQQ",0.023,-4,0.0094,-5,FALSE
"2253",2022-11-23,"SQQQ",0.0251,-4,0.0057,-12,FALSE
"2254",2022-11-23,"SPY",0.0367,1,0.0244,-5,FALSE
"2255",2022-11-23,"QQQ",0.0204,-1,0.0058,-5,FALSE
"2256",2022-11-23,"NVDA",0.0348,-4,-0.0058,-4,FALSE
"2257",2022-11-23,"META",0.01,0,-0.0133,0,FALSE
"2258",2022-11-23,"AMZN",0.0347,1,0.0179,-1,FALSE
"2259",2022-11-23,"AMD",0.0476,-3,0.0323,-8,FALSE
"2260",2022-11-23,"AAPL",0.037,-2,0.0045,-1,FALSE
"2241",2022-11-25,"TSLA",0.1031,0,0.0677,0,FALSE
"2242",2022-11-25,"TQQQ",0.0156,-5,0.003,-17,FALSE
"2243",2022-11-25,"SQQQ",0.0204,-7,0.0016,-12,FALSE
"2244",2022-11-25,"SPY",0.0282,3,0.0071,0,FALSE
"2245",2022-11-25,"QQQ",0.0195,2,0.003,-9,FALSE
"2246",2022-11-25,"NVDA",0.0294,-5,0.0073,-4,FALSE
"2247",2022-11-25,"MANU",0.0148,-4,0,0,TRUE
"2248",2022-11-25,"AMZN",0.0493,4,0.0302,3,FALSE
"2249",2022-11-25,"AMD",0.0325,-4,0.0041,-11,FALSE
"2250",2022-11-25,"AAPL",0.0441,-1,-0.0031,-1,FALSE
"2231",2022-11-28,"TSLA",0.1133,-1,0.0784,-1,FALSE
"2232",2022-11-28,"TQQQ",0.0142,-4,0.0018,-16,FALSE
"2233",2022-11-28,"SQQQ",0.0242,-8,0.0097,-17,FALSE
"2234",2022-11-28,"SPY",0.0393,5,0.0154,0,FALSE
"2235",2022-11-28,"SHOP",0.0116,-4,-0.0037,-1,FALSE
"2236",2022-11-28,"QQQ",0.0173,3,0.0042,-6,FALSE
"2237",2022-11-28,"NVDA",0.0214,-5,0.0073,-4,FALSE
"2238",2022-11-28,"AMZN",0.0451,5,0.0295,4,FALSE
"2239",2022-11-28,"AMD",0.0237,-4,0.0049,-10,FALSE
"2240",2022-11-28,"AAPL",0.0375,0,-0.0215,0,FALSE
"2221",2022-11-29,"TSLA",0.0931,-3,0.0542,-3,FALSE
"2222",2022-11-29,"TQQQ",0.018,-5,0.0031,-10,FALSE
"2223",2022-11-29,"SQQQ",0.0291,-8,0.0154,-17,FALSE
"2224",2022-11-29,"SPY",0.0398,6,0.0224,3,FALSE
"2225",2022-11-29,"QQQ",0.0216,2,0.0059,0,FALSE
"2226",2022-11-29,"NVDA",0.0244,-5,0.0096,-4,FALSE
"2227",2022-11-29,"META",0.0094,0,-0.0037,1,FALSE
"2228",2022-11-29,"AMZN",0.037,5,0.0215,4,FALSE
"2229",2022-11-29,"AMD",0.0317,-5,0.0079,-12,FALSE
"2230",2022-11-29,"AAPL",0.0484,-2,-0.0186,-2,FALSE
"2211",2022-11-30,"TSLA",0.0743,-1,0.0285,-1,FALSE
"2212",2022-11-30,"TQQQ",0.0231,-4,0.0096,-8,FALSE
"2213",2022-11-30,"SQQQ",0.0274,-5,-0.0016,-15,FALSE
"2214",2022-11-30,"SPY",0.0416,4,0.0249,2,FALSE
"2215",2022-11-30,"QQQ",0.0206,1,0.008,-6,FALSE
"2216",2022-11-30,"NVDA",0.0243,-6,0.0055,-7,FALSE
"2217",2022-11-30,"CRWD",0.018,-3,0,0,TRUE
"2218",2022-11-30,"AMZN",0.0332,3,0.019,2,FALSE
"2219",2022-11-30,"AMD",0.0336,-6,-0.0098,-13,FALSE
"2220",2022-11-30,"AAPL",0.0355,-5,-0.0433,-5,FALSE
"2201",2022-12-01,"TSLA",0.0697,-2,0,0,TRUE
"2202",2022-12-01,"TQQQ",0.0254,-4,0,0,TRUE
"2203",2022-12-01,"SQQQ",0.0224,-8,0,0,TRUE
"2204",2022-12-01,"SPY",0.0359,4,0,0,TRUE
"2205",2022-12-01,"QQQ",0.0203,-1,0,0,TRUE
"2206",2022-12-01,"NVDA",0.0291,-5,0,0,TRUE
"2207",2022-12-01,"CRM",0.0152,-8,0,0,TRUE
"2208",2022-12-01,"AMZN",0.0284,5,0,0,TRUE
"2209",2022-12-01,"AMD",0.0281,-5,0,0,TRUE
"2210",2022-12-01,"AAPL",0.0296,-3,0,0,TRUE
"2191",2022-12-02,"TSLA",0.0779,-1,0.0539,-1,FALSE
"2192",2022-12-02,"TQQQ",0.0215,-5,0.0062,-12,FALSE
"2193",2022-12-02,"SQQQ",0.0248,-9,0.0109,-17,FALSE
"2194",2022-12-02,"SPY",0.0361,3,-0.0127,-7,FALSE
"2195",2022-12-02,"QQQ",0.0225,1,0.0021,-4,FALSE
"2196",2022-12-02,"NVDA",0.0251,-4,0.0084,-4,FALSE
"2197",2022-12-02,"META",0.0175,0,-0.000999999999999997,2,FALSE
"2198",2022-12-02,"AMZN",0.0243,7,0.0099,6,FALSE
"2199",2022-12-02,"AMD",0.0297,-4,0.0025,-8,FALSE
"2200",2022-12-02,"AAPL",0.0311,-4,-0.0065,-5,FALSE
"2181",2022-12-05,"TSLA",0.0846,-1,-0.1214,-1,FALSE
"2182",2022-12-05,"TQQQ",0.0166,-2,-0.000299999999999998,-2,FALSE
"2183",2022-12-05,"SQQQ",0.0211,-5,0.0071,-11,FALSE
"2184",2022-12-05,"SPY",0.0378,3,0.0238,1,FALSE
"2185",2022-12-05,"QQQ",0.019,0,0.0028,1,FALSE
"2186",2022-12-05,"NVDA",0.0256,-2,0.0099,-1,FALSE
"2187",2022-12-05,"META",0.0168,-1,0.0026,3,FALSE
